,title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature
6098,If You Love Somebody Set Them Free,['Sting'],spotify:track:6i0g5cTohuFbvf9NW29HhT,0.628,0.912,9,-7.238,0,0.0331,0.121,0.0,0.305,0.801,125.072,6i0g5cTohuFbvf9NW29HhT,spotify:track:6i0g5cTohuFbvf9NW29HhT,254827,4
6099,If You Could Only See,['Tonic'],spotify:track:48w23eUUSD88z3xpetzOoE,0.443,0.935,10,-5.087,0,0.0409,0.00217,0.0,0.217,0.56,95.149,48w23eUUSD88z3xpetzOoE,spotify:track:48w23eUUSD88z3xpetzOoE,261533,4
6100,Total Eclipse of the Heart,['Bonnie Tyler'],spotify:track:3LEtjlcYGJGUYS1BjvX6WP,0.444,0.558,8,-10.539,1,0.0483,0.332,0.0,0.175,0.18,131.541,3LEtjlcYGJGUYS1BjvX6WP,spotify:track:3LEtjlcYGJGUYS1BjvX6WP,417040,4
6101,Tell Him - Live,['Ms. Lauryn Hill'],spotify:track:3Fhw4yBvyG1yIFpDIcTqzl,0.655,0.647,1,-9.465,1,0.0903,0.19,0.00877,0.0412,0.931,80.077,3Fhw4yBvyG1yIFpDIcTqzl,spotify:track:3Fhw4yBvyG1yIFpDIcTqzl,280760,4
6102,Monsoon,['Tokio Hotel'],spotify:track:6PvYTAWLe9BfPAfjrwSTVF,0.579,0.731,3,-5.306,0,0.0295,0.0169,0.0,0.224,0.183,111.987,6PvYTAWLe9BfPAfjrwSTVF,spotify:track:6PvYTAWLe9BfPAfjrwSTVF,240791,4
6103,From The Morning,['Nick Drake'],spotify:track:7LW5iUY4yb8ky3fK32OB3E,0.627,0.17,0,-19.071,1,0.0452,0.875,0.0479,0.118,0.386,108.839,7LW5iUY4yb8ky3fK32OB3E,spotify:track:7LW5iUY4yb8ky3fK32OB3E,149960,4
6104,Miracle,['Jon Bon Jovi'],spotify:track:4quOffdK2cWFL2Zmz8uEFM,0.577,0.677,3,-10.327,1,0.0245,0.363,0.0,0.493,0.682,92.007,4quOffdK2cWFL2Zmz8uEFM,spotify:track:4quOffdK2cWFL2Zmz8uEFM,319427,4
6105,Set The World On Fire - The Lieof Lies,['Symphony X'],spotify:track:3idXlJ2pg6uUOPdj7YOnkE,0.389,0.962,9,-5.026,1,0.0907,0.000394,6.08e-05,0.164,0.389,167.973,3idXlJ2pg6uUOPdj7YOnkE,spotify:track:3idXlJ2pg6uUOPdj7YOnkE,355053,4
6106,Rubber Bullets,['10cc'],spotify:track:15ONoqhPrYhP2MtOd5w83a,0.543,0.735,2,-9.93,1,0.0658,0.0552,1.37e-05,0.0373,0.581,144.647,15ONoqhPrYhP2MtOd5w83a,spotify:track:15ONoqhPrYhP2MtOd5w83a,286467,4
6107,Veronique,['Pink Martini'],spotify:track:7reMME4cuvEmwmhXmVX9X3,0.489,0.17,7,-15.545,0,0.0313,0.825,0.00478,0.0934,0.215,80.108,7reMME4cuvEmwmhXmVX9X3,spotify:track:7reMME4cuvEmwmhXmVX9X3,199093,4
6108,The Brews,['NOFX'],spotify:track:078e7tliXZGaOMtcp4OAH3,0.407,0.83,7,-9.207,1,0.0457,0.0008,0.0,0.403,0.556,93.359,078e7tliXZGaOMtcp4OAH3,spotify:track:078e7tliXZGaOMtcp4OAH3,160707,4
6109,Closer,['Nine Inch Nails'],spotify:track:5LEyFTYdMizR2neOhz9PK3,0.61,0.928,10,-6.52,0,0.0596,0.00778,0.188,0.94,0.456,93.927,5LEyFTYdMizR2neOhz9PK3,spotify:track:5LEyFTYdMizR2neOhz9PK3,338427,4
6110,Manda una señal - En vivo,['Maná'],spotify:track:3C7uEg6rDIbiSBzRrDuNhw,0.361,0.961,9,-3.007,0,0.0506,0.00357,2.31e-06,0.971,0.165,186.206,3C7uEg6rDIbiSBzRrDuNhw,spotify:track:3C7uEg6rDIbiSBzRrDuNhw,327200,4
6111,Eat Yourself,['Goldfrapp'],spotify:track:5Wv4P9Atpe1PFeB9SBzvRW,0.477,0.335,2,-10.77,0,0.0278,0.854,0.0118,0.0934,0.154,138.989,5Wv4P9Atpe1PFeB9SBzvRW,spotify:track:5Wv4P9Atpe1PFeB9SBzvRW,246307,4
6112,Fruit Machine,['The Ting Tings'],spotify:track:2xnEr7IF2mhMpwnvoKIOrC,0.666,0.712,2,-5.17,1,0.132,0.00463,0.0035,0.0703,0.721,168.028,2xnEr7IF2mhMpwnvoKIOrC,spotify:track:2xnEr7IF2mhMpwnvoKIOrC,172640,4
6113,Cruel Summer,['Bananarama'],spotify:track:5Ph2zm7i1oNSJiAy40j5bw,0.697,0.828,1,-8.796,0,0.0266,0.343,0.0154,0.271,0.926,108.367,5Ph2zm7i1oNSJiAy40j5bw,spotify:track:5Ph2zm7i1oNSJiAy40j5bw,215400,4
6114,Rosso Relativo,['Tiziano Ferro'],spotify:track:3pflAFqaxNkEF1NwsFOVyb,0.797,0.604,7,-6.931,0,0.0674,0.139,0.0,0.17,0.897,159.965,3pflAFqaxNkEF1NwsFOVyb,spotify:track:3pflAFqaxNkEF1NwsFOVyb,241760,4
6115,Time Has Told Me,['Nick Drake'],spotify:track:1ltcsgH9qTWOB7MMwfvOeR,0.613,0.303,0,-14.629,1,0.0312,0.731,0.726,0.0945,0.423,110.146,1ltcsgH9qTWOB7MMwfvOeR,spotify:track:1ltcsgH9qTWOB7MMwfvOeR,266440,3
6116,The Fly,['U2'],spotify:track:72pmSy3MmImELUOK9Zysbw,0.509,0.901,11,-10.548,0,0.0519,3.59e-05,0.0311,0.108,0.427,108.315,72pmSy3MmImELUOK9Zysbw,spotify:track:72pmSy3MmImELUOK9Zysbw,269067,4
6117,Battery Check,['Millencolin'],spotify:track:0DwSasRglPVQYr0iSg9nEO,0.469,0.973,2,-2.696,1,0.0671,0.00108,0.0,0.394,0.559,134.724,0DwSasRglPVQYr0iSg9nEO,spotify:track:0DwSasRglPVQYr0iSg9nEO,200480,4
6118,Fade to Black - Live,['Disturbed'],spotify:track:2TEZ1eW3HFYJOvt8s9vvng,0.518,0.742,6,-6.62,1,0.0379,0.102,0.00773,0.387,0.251,116.001,2TEZ1eW3HFYJOvt8s9vvng,spotify:track:2TEZ1eW3HFYJOvt8s9vvng,265000,4
6119,Lemon,['U2'],spotify:track:02d6RIbA7iGRugnvUmurVV,0.616,0.652,6,-14.76,1,0.0348,0.00444,0.0115,0.0427,0.326,116.136,02d6RIbA7iGRugnvUmurVV,spotify:track:02d6RIbA7iGRugnvUmurVV,418227,4
6120,I Want Your Love,['CHIC'],spotify:track:6HZKlK1mDDBsILMoNNncxL,0.706,0.723,5,-9.235,1,0.0382,0.0232,0.0441,0.0994,0.937,113.121,6HZKlK1mDDBsILMoNNncxL,spotify:track:6HZKlK1mDDBsILMoNNncxL,415467,4
6121,Salvation,['Chimaira'],spotify:track:6lyTx22EvehCa9UwYS2o93,0.423,0.968,0,-4.209,1,0.0596,0.000125,0.0292,0.394,0.204,90.488,6lyTx22EvehCa9UwYS2o93,spotify:track:6lyTx22EvehCa9UwYS2o93,320920,4
6122,Bohemian Rhapsody (Live In Montreal),['Queen'],spotify:track:45KNnSeVjad8HuQ5E0nb9u,0.349,0.844,3,-5.634,1,0.0885,0.0688,1.59e-05,0.975,0.234,75.596,45KNnSeVjad8HuQ5E0nb9u,spotify:track:45KNnSeVjad8HuQ5E0nb9u,328934,4
6123,Déjame entrar - En vivo,['Maná'],spotify:track:7GmrOAvKbmjrZ3sqVVDeXm,0.574,0.988,7,-3.672,1,0.0853,0.0135,0.000363,0.801,0.439,117.004,7GmrOAvKbmjrZ3sqVVDeXm,spotify:track:7GmrOAvKbmjrZ3sqVVDeXm,267587,4
6124,Here I Go Again,['Topmodelz'],spotify:track:0l9Er3kX7thC9cgwmiWU2D,0.725,0.824,7,-4.517,1,0.044,0.00721,5.99e-06,0.0989,0.473,128.028,0l9Er3kX7thC9cgwmiWU2D,spotify:track:0l9Er3kX7thC9cgwmiWU2D,213347,4
6125,Soil,['System Of A Down'],spotify:track:0oUbu3mHmN1yBJNQK2ZREM,0.39,0.931,8,-3.583,1,0.153,0.000167,0.0578,0.338,0.383,74.252,0oUbu3mHmN1yBJNQK2ZREM,spotify:track:0oUbu3mHmN1yBJNQK2ZREM,205800,4
6126,Good Times Gone,['Nickelback'],spotify:track:1dqKc8AorLTH5spn4sYCgs,0.344,0.813,0,-6.697,1,0.0611,0.00394,0.00177,0.217,0.125,158.068,1dqKc8AorLTH5spn4sYCgs,spotify:track:1dqKc8AorLTH5spn4sYCgs,318107,4
6127,I'm Your Man,['Wham!'],spotify:track:4II1Ec8htD10ZryStD9oAp,0.766,0.805,2,-5.29,1,0.0327,0.0578,0.0,0.104,0.368,131.552,4II1Ec8htD10ZryStD9oAp,spotify:track:4II1Ec8htD10ZryStD9oAp,246467,4
6128,Magalenha,['Sérgio Mendes'],spotify:track:1KhskNApqcI0XuIbbeERlw,0.82,0.633,9,-13.816,1,0.0745,0.129,0.0,0.0972,0.716,116.622,1KhskNApqcI0XuIbbeERlw,spotify:track:1KhskNApqcI0XuIbbeERlw,216933,4
6129,Cuéntame al Oido,['La Oreja de Van Gogh'],spotify:track:75QcWSFMIh8wkbGHdVQoju,0.646,0.604,0,-7.041,1,0.0306,0.616,0.0,0.119,0.537,133.072,75QcWSFMIh8wkbGHdVQoju,spotify:track:75QcWSFMIh8wkbGHdVQoju,191267,4
6130,The Sweetest Gift,['Sade'],spotify:track:24aHk8P9MuUYkL8DwsHJHH,0.688,0.0939,0,-18.367,1,0.0409,0.92,0.000496,0.106,0.307,120.678,24aHk8P9MuUYkL8DwsHJHH,spotify:track:24aHk8P9MuUYkL8DwsHJHH,138627,3
6131,There's More To Life Than This - Live At The Milk Bar Toilets,['Björk'],spotify:track:2EDqmHQfI104SoUd116uSs,0.729,0.485,7,-13.702,1,0.0367,0.0634,0.0394,0.955,0.745,124.243,2EDqmHQfI104SoUd116uSs,spotify:track:2EDqmHQfI104SoUd116uSs,201707,4
6132,7 Minutes In Heaven (Atavan Halen),['Fall Out Boy'],spotify:track:5M7FU632RG6644a1lF0DyM,0.471,0.981,11,-3.295,1,0.061,0.000702,0.0,0.124,0.684,186.366,5M7FU632RG6644a1lF0DyM,spotify:track:5M7FU632RG6644a1lF0DyM,182707,4
6133,Orphans,['Beck'],spotify:track:3ZeFJj6Gj1wlZrIkpsXWG3,0.723,0.607,0,-7.307,1,0.0377,0.0496,0.506,0.0638,0.385,123.223,3ZeFJj6Gj1wlZrIkpsXWG3,spotify:track:3ZeFJj6Gj1wlZrIkpsXWG3,197920,4
6134,Definitely Maybe,['FM Static'],spotify:track:4dYeLvp1VhtMRBQvSUScoz,0.449,0.871,4,-6.334,1,0.0536,0.0956,0.0,0.1,0.767,187.949,4dYeLvp1VhtMRBQvSUScoz,spotify:track:4dYeLvp1VhtMRBQvSUScoz,170773,4
6135,Mr Rock & Roll,['Amy Macdonald'],spotify:track:0tLoQLP3xejrAC4LktHtTp,0.6,0.869,9,-4.849,1,0.031,0.0354,1.52e-06,0.0789,0.402,110.886,0tLoQLP3xejrAC4LktHtTp,spotify:track:0tLoQLP3xejrAC4LktHtTp,215440,4
6136,Mongoloid,['DEVO'],spotify:track:4HdH7cuu0K7w8qNu16g7gg,0.527,0.398,11,-15.577,0,0.0351,0.0572,0.335,0.119,0.633,147.976,4HdH7cuu0K7w8qNu16g7gg,spotify:track:4HdH7cuu0K7w8qNu16g7gg,224026,4
6137,Train Of Consequences - Remastered 2004,['Megadeth'],spotify:track:03Yv8adIIOsRACDHLUYS9l,0.555,0.946,8,-3.922,1,0.158,0.000116,0.00119,0.0477,0.568,114.755,03Yv8adIIOsRACDHLUYS9l,spotify:track:03Yv8adIIOsRACDHLUYS9l,211227,4
6138,Countdown To Extinction,['Megadeth'],spotify:track:1Mt6BsusgJJln2FMyGFLg1,0.48,0.859,9,-6.058,0,0.0409,0.000103,0.347,0.0697,0.311,128.964,1Mt6BsusgJJln2FMyGFLg1,spotify:track:1Mt6BsusgJJln2FMyGFLg1,259227,4
6139,Semi-Mental,['Biffy Clyro'],spotify:track:7A6fPqOOt0TJtIWRbYxWjE,0.444,0.96,2,-4.437,1,0.102,7.07e-05,3.53e-05,0.0997,0.464,163.04,7A6fPqOOt0TJtIWRbYxWjE,spotify:track:7A6fPqOOt0TJtIWRbYxWjE,208613,4
6140,Darling Nikki,['Prince'],spotify:track:0khi86hc79RfsRC0rrkkA2,0.355,0.707,11,-10.634,0,0.134,0.383,1.74e-06,0.958,0.414,78.433,0khi86hc79RfsRC0rrkkA2,spotify:track:0khi86hc79RfsRC0rrkkA2,254493,4
6141,My Direction,['Sum 41'],spotify:track:0JS5s9DeP9ycfzEIKTwMys,0.444,0.963,10,-4.045,1,0.115,0.000167,6.13e-05,0.0996,0.788,164.027,0JS5s9DeP9ycfzEIKTwMys,spotify:track:0JS5s9DeP9ycfzEIKTwMys,122693,4
6142,Los aviones no pueden volar,['Amaral'],spotify:track:1tVz0KOgVxb7o9b1gLHSGM,0.647,0.762,2,-5.834,1,0.0322,0.00184,1.73e-05,0.27,0.652,124.986,1tVz0KOgVxb7o9b1gLHSGM,spotify:track:1tVz0KOgVxb7o9b1gLHSGM,253400,4
6143,Thirty-Three,['The Smashing Pumpkins'],spotify:track:00V8OQOPSvaA9Sl3FxhiCw,0.413,0.274,6,-14.4,1,0.0363,0.00451,0.651,0.128,0.0795,126.316,00V8OQOPSvaA9Sl3FxhiCw,spotify:track:00V8OQOPSvaA9Sl3FxhiCw,250733,4
6144,Electric Funeral,['Black Sabbath'],spotify:track:2zGa9WsKmcCqkwZQX6CEwb,0.378,0.525,4,-11.02,1,0.045,0.301,1.72e-05,0.179,0.368,125.797,2zGa9WsKmcCqkwZQX6CEwb,spotify:track:2zGa9WsKmcCqkwZQX6CEwb,289733,4
6145,My Sweet Song,['Toby Lightman'],spotify:track:1PHkoC7RjUxo5oZHAcA9vv,0.512,0.428,4,-7.131,1,0.0293,0.502,0.0,0.0852,0.13,95.336,1PHkoC7RjUxo5oZHAcA9vv,spotify:track:1PHkoC7RjUxo5oZHAcA9vv,241413,3
6146,As Tears Go By,['The Rolling Stones'],spotify:track:5JHVY8cOtGvedCy9Jwi1k4,0.355,0.286,7,-10.958,1,0.0292,0.711,0.00144,0.173,0.385,113.335,5JHVY8cOtGvedCy9Jwi1k4,spotify:track:5JHVY8cOtGvedCy9Jwi1k4,165280,4
6147,Rock And Roll All Nite,['Poison'],spotify:track:2O2z25tq6YhWVmv1JXczWq,0.547,0.977,10,-2.343,0,0.193,0.00847,0.0,0.136,0.538,151.494,2O2z25tq6YhWVmv1JXczWq,spotify:track:2O2z25tq6YhWVmv1JXczWq,215600,4
6148,I'm Your Villain,['Franz Ferdinand'],spotify:track:3sb6xxEtnb7ZS1bJZ3fdcg,0.379,0.958,2,-3.163,1,0.103,0.00527,0.0117,0.112,0.651,118.621,3sb6xxEtnb7ZS1bJZ3fdcg,spotify:track:3sb6xxEtnb7ZS1bJZ3fdcg,243693,4
6149,Thetawaves,['System Of A Down'],spotify:track:2CWYWtXNbjEB0WPjP8yvM3,0.461,0.87,0,-2.724,1,0.0379,1.98e-05,0.0545,0.159,0.569,125.532,2CWYWtXNbjEB0WPjP8yvM3,spotify:track:2CWYWtXNbjEB0WPjP8yvM3,156600,4
6150,Determined,['Mudvayne'],spotify:track:0GBiT1wHV68bU0Cv8ZU2HZ,0.4,0.991,8,-2.043,1,0.152,4.39e-05,7.33e-06,0.28,0.452,129.522,0GBiT1wHV68bU0Cv8ZU2HZ,spotify:track:0GBiT1wHV68bU0Cv8ZU2HZ,159253,4
6151,Spun,['Flipsyde'],spotify:track:1TIJY9qUIJUCMHPJpSROfS,0.573,0.928,9,-2.852,0,0.0863,0.014,0.0,0.0548,0.895,176.374,1TIJY9qUIJUCMHPJpSROfS,spotify:track:1TIJY9qUIJUCMHPJpSROfS,234373,4
6152,On s'attache,['Christophe Maé'],spotify:track:4E8hgGDOwG5CpiEke6qZMT,0.789,0.71,8,-5.815,1,0.0432,0.409,3.63e-06,0.246,0.687,100.014,4E8hgGDOwG5CpiEke6qZMT,spotify:track:4E8hgGDOwG5CpiEke6qZMT,191507,4
6153,Soldiers Of The Wastelands,['DragonForce'],spotify:track:4JhlWABoffwIe4biDhnwoK,0.164,0.955,11,-6.34,0,0.125,5.33e-05,0.00189,0.071,0.146,199.955,4JhlWABoffwIe4biDhnwoK,spotify:track:4JhlWABoffwIe4biDhnwoK,587160,4
6154,What The World Needs Now Is Love,['Burt Bacharach'],spotify:track:2nokcwd9ASSihohzejwH7o,0.513,0.31,2,-11.444,0,0.0269,0.81,0.00865,0.144,0.201,92.809,2nokcwd9ASSihohzejwH7o,spotify:track:2nokcwd9ASSihohzejwH7o,253560,3
6155,Nothing Can Come Between Us,['Sade'],spotify:track:5h4wsWYbQbusm3yvtGurP2,0.739,0.678,5,-10.324,0,0.0314,0.28,0.197,0.0954,0.907,103.791,5h4wsWYbQbusm3yvtGurP2,spotify:track:5h4wsWYbQbusm3yvtGurP2,234267,4
6156,Am I Demon,['Danzig'],spotify:track:7qL0YmOHEWSKG5b9rUISiP,0.371,0.931,1,-9.126,0,0.0563,0.000105,0.0104,0.0757,0.344,134.978,7qL0YmOHEWSKG5b9rUISiP,spotify:track:7qL0YmOHEWSKG5b9rUISiP,297293,4
6157,Every You Every Me,['Placebo'],spotify:track:5ctirQqTcw45R31zvSqnNG,0.475,0.921,10,-7.534,1,0.0625,2.76e-05,0.763,0.325,0.146,133.136,5ctirQqTcw45R31zvSqnNG,spotify:track:5ctirQqTcw45R31zvSqnNG,213800,4
6158,The Wild Rover,['Dropkick Murphys'],spotify:track:2CBc6cpaiMr8i20QfWwt8S,0.126,0.915,7,-3.157,1,0.0634,0.000121,0.0,0.565,0.493,189.052,2CBc6cpaiMr8i20QfWwt8S,spotify:track:2CBc6cpaiMr8i20QfWwt8S,205613,3
6159,Risk,['Tontxu'],spotify:track:3gTsuB2I7dLjzPGCfugXQg,0.732,0.517,4,-7.574,1,0.0397,0.725,0.0,0.114,0.569,137.997,3gTsuB2I7dLjzPGCfugXQg,spotify:track:3gTsuB2I7dLjzPGCfugXQg,237760,4
6160,Jump,['Van Halen'],spotify:track:2PfBSkCKZDXMsJogMT0wML,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,2PfBSkCKZDXMsJogMT0wML,spotify:track:2PfBSkCKZDXMsJogMT0wML,239560,4
6161,I Never Came,['Queens of the Stone Age'],spotify:track:7zmKhP3BW3t2UCGosSao9k,0.571,0.519,2,-7.821,1,0.0278,0.0589,0.0791,0.0765,0.51,115.431,7zmKhP3BW3t2UCGosSao9k,spotify:track:7zmKhP3BW3t2UCGosSao9k,288467,4
6162,Goodbye for Now,['P.O.D.'],spotify:track:6UO0TGTr33kZLXG4PxRYZx,0.524,0.885,7,-5.105,0,0.0484,0.00246,0.0,0.137,0.442,95.05,6UO0TGTr33kZLXG4PxRYZx,spotify:track:6UO0TGTr33kZLXG4PxRYZx,272547,4
6163,Mind's Eye,['Wolfmother'],spotify:track:7DX2skZyd0JRIiIhsSYYXn,0.17,0.613,9,-4.924,0,0.0375,0.223,0.00121,0.0958,0.0399,63.655,7DX2skZyd0JRIiIhsSYYXn,spotify:track:7DX2skZyd0JRIiIhsSYYXn,294027,4
6164,"Welcome, Ghosts",['Explosions In The Sky'],spotify:track:1jSugwSfTKz3oLyrJVcojc,0.323,0.652,9,-9.291,1,0.0404,0.00388,0.867,0.168,0.0678,114.762,1jSugwSfTKz3oLyrJVcojc,spotify:track:1jSugwSfTKz3oLyrJVcojc,343827,3
6165,Fermament Vacation - A Soundtrack of Our Lives,['The Soundtrack Of Our Lives'],spotify:track:320s4hR2IhGd27e2svov5Q,0.394,0.739,0,-6.61,0,0.0394,0.0762,4.81e-05,0.597,0.468,119.668,320s4hR2IhGd27e2svov5Q,spotify:track:320s4hR2IhGd27e2svov5Q,279227,4
6166,On A Storyteller's Night,['Magnum'],spotify:track:1nFQiU3kF4WE25yPuhpHIR,0.447,0.52,0,-13.403,0,0.0424,0.302,0.0,0.276,0.243,126.47,1nFQiU3kF4WE25yPuhpHIR,spotify:track:1nFQiU3kF4WE25yPuhpHIR,299907,4
6167,Mother Will Die,['Yann Tiersen'],spotify:track:7JWDVWSFa4BTj0ZJXM3YhS,0.342,0.0673,9,-20.987,0,0.0364,0.994,0.799,0.116,0.0378,130.076,7JWDVWSFa4BTj0ZJXM3YhS,spotify:track:7JWDVWSFa4BTj0ZJXM3YhS,189707,1
6168,Train Under Water,['Bright Eyes'],spotify:track:2agPQoyGYZ2zqf77yRMhBa,0.393,0.513,1,-10.118,1,0.0446,0.0648,0.000887,0.117,0.4,126.447,2agPQoyGYZ2zqf77yRMhBa,spotify:track:2agPQoyGYZ2zqf77yRMhBa,363357,4
6169,While I'm Still Strong,['Weeping Willows'],spotify:track:0UmltXhFBJ1k0pWcjRimsE,0.228,0.492,4,-8.145,1,0.0346,0.3,0.0,0.13,0.223,128.083,0UmltXhFBJ1k0pWcjRimsE,spotify:track:0UmltXhFBJ1k0pWcjRimsE,233960,4
6170,Anthem (We Are the Fire),['Trivium'],spotify:track:36ZvFmD6IuW1nawOBbpC8z,0.519,0.988,9,-2.914,0,0.0873,0.000232,0.00672,0.0938,0.411,100.018,36ZvFmD6IuW1nawOBbpC8z,spotify:track:36ZvFmD6IuW1nawOBbpC8z,243747,4
6171,Animal Instinct,['The Cranberries'],spotify:track:7MQJNcgc8MUzSGN8Yfapwh,0.602,0.841,4,-5.579,0,0.0303,0.176,0.0,0.174,0.596,132.014,7MQJNcgc8MUzSGN8Yfapwh,spotify:track:7MQJNcgc8MUzSGN8Yfapwh,211933,4
6172,What A Difference A Day Made,['Jamie Cullum'],spotify:track:0ZwLGauFqFpbj4P3apDM3r,0.627,0.32,5,-11.007,1,0.0274,0.857,0.000111,0.127,0.396,96.504,0ZwLGauFqFpbj4P3apDM3r,spotify:track:0ZwLGauFqFpbj4P3apDM3r,309693,3
6173,"Silent Night, Bodom Night",['Children Of Bodom'],spotify:track:4v37HPUAkCXZmaNY2JXBhN,0.486,0.94,2,-3.169,0,0.0647,0.00161,0.539,0.275,0.517,118.938,4v37HPUAkCXZmaNY2JXBhN,spotify:track:4v37HPUAkCXZmaNY2JXBhN,192760,4
6174,The 3 R's,['Jack Johnson'],spotify:track:4kNOUYw0wU6FgBD5a0POWI,0.828,0.693,8,-7.448,1,0.046,0.04,0.0164,0.659,0.844,99.041,4kNOUYw0wU6FgBD5a0POWI,spotify:track:4kNOUYw0wU6FgBD5a0POWI,173314,4
6175,Kite,['U2'],spotify:track:1jPLK82k5pTRVRtSxhyQT7,0.426,0.655,4,-6.019,1,0.0333,0.015,0.195,0.641,0.216,134.06,1jPLK82k5pTRVRtSxhyQT7,spotify:track:1jPLK82k5pTRVRtSxhyQT7,264333,4
6176,A Thousand Trees,['Stereophonics'],spotify:track:1IdtH9eBAcdEUJP2449j4h,0.299,0.814,7,-4.263,1,0.0564,0.0944,0.0,0.177,0.525,109.329,1IdtH9eBAcdEUJP2449j4h,spotify:track:1IdtH9eBAcdEUJP2449j4h,182893,4
6177,Worms,['Yeasayer'],spotify:track:0cVQ0g0fWsS90CmnhHjeto,0.224,0.581,9,-9.357,0,0.0369,0.0398,0.642,0.382,0.096,131.968,0cVQ0g0fWsS90CmnhHjeto,spotify:track:0cVQ0g0fWsS90CmnhHjeto,247107,4
6178,Tyrants,['Immortal'],spotify:track:2ClscEOEWKearA8DeIUq3e,0.383,0.771,2,-7.227,1,0.0415,6.99e-06,0.703,0.136,0.246,90.142,2ClscEOEWKearA8DeIUq3e,spotify:track:2ClscEOEWKearA8DeIUq3e,376907,4
6179,Hund,['Bo Kaspers Orkester'],spotify:track:0VUdmAkpntDIRCjb6odcaD,0.606,0.922,9,-3.513,1,0.0274,0.00876,0.00981,0.365,0.654,112.005,0VUdmAkpntDIRCjb6odcaD,spotify:track:0VUdmAkpntDIRCjb6odcaD,267547,4
6180,Raw Sugar,['Metric'],spotify:track:1LOjOTOYn2DPu7JVgpEHtF,0.737,0.564,7,-7.108,1,0.0291,0.174,1.05e-05,0.313,0.493,90.023,1LOjOTOYn2DPu7JVgpEHtF,spotify:track:1LOjOTOYn2DPu7JVgpEHtF,218333,4
6181,Broken Promise,"['Placebo', 'Michael Stipe']",spotify:track:37V1My0yHEx5kYFQgpDESQ,0.316,0.835,11,-7.007,0,0.131,0.0018,0.00235,0.0772,0.149,109.578,37V1My0yHEx5kYFQgpDESQ,spotify:track:37V1My0yHEx5kYFQgpDESQ,252813,4
6182,We Will Rock You,['Robbie Williams'],spotify:track:2GcMzuOSfC0Ldd6PPpCGCR,0.505,0.971,9,-5.526,0,0.17,0.0038,0.000232,0.827,0.212,165.608,2GcMzuOSfC0Ldd6PPpCGCR,spotify:track:2GcMzuOSfC0Ldd6PPpCGCR,79693,4
6183,Key To My Heart,['Craig David'],spotify:track:55ZWTl8lj0Ms5wynXffjk8,0.595,0.612,1,-6.638,1,0.0278,0.0555,0.0,0.105,0.487,93.863,55ZWTl8lj0Ms5wynXffjk8,spotify:track:55ZWTl8lj0Ms5wynXffjk8,253027,4
6184,Abandoned,['Kamelot'],spotify:track:2mkLiGRJ1Fxjc5O1MDVvKL,0.413,0.438,0,-9.859,0,0.0303,0.69,0.0127,0.135,0.199,134.946,2mkLiGRJ1Fxjc5O1MDVvKL,spotify:track:2mkLiGRJ1Fxjc5O1MDVvKL,247160,3
6185,Right Through You,['Alanis Morissette'],spotify:track:3wlAFApMFjuXX3PqcTmRMS,0.386,0.733,9,-6.766,1,0.0769,0.101,0.0,0.105,0.375,108.346,3wlAFApMFjuXX3PqcTmRMS,spotify:track:3wlAFApMFjuXX3PqcTmRMS,175827,5
6186,Breathe Me - Live,['Sia'],spotify:track:60HvDEDbzm4BvTwQbLcrNz,0.288,0.489,0,-8.348,1,0.0385,0.161,0.204,0.974,0.0411,123.486,60HvDEDbzm4BvTwQbLcrNz,spotify:track:60HvDEDbzm4BvTwQbLcrNz,352333,4
6187,Stick With Me Baby,"['Robert Plant', 'Alison Krauss']",spotify:track:5VZh6XL1r9LuTuBOahLkml,0.696,0.388,8,-13.857,1,0.0394,0.635,0.72,0.0995,0.627,110.787,5VZh6XL1r9LuTuBOahLkml,spotify:track:5VZh6XL1r9LuTuBOahLkml,169627,4
6188,Crush,"['Paul van Dyk', 'Second Sun']",spotify:track:2oDxVGK5bBFIWR13VQIxBr,0.657,0.902,9,-7.734,0,0.0388,0.0162,0.709,0.366,0.133,134.999,2oDxVGK5bBFIWR13VQIxBr,spotify:track:2oDxVGK5bBFIWR13VQIxBr,466120,4
6189,A Thousand Miles,['Vanilla Sky'],spotify:track:7oSnMe1uU57Dt1o9aVRs9c,0.552,0.913,11,-2.447,1,0.0866,0.137,0.0,0.258,0.442,97.343,7oSnMe1uU57Dt1o9aVRs9c,spotify:track:7oSnMe1uU57Dt1o9aVRs9c,235400,4
6190,Nothing Lasts Forever,['Maroon 5'],spotify:track:0A5zhjmnffs3WvyVOfrWpQ,0.595,0.764,4,-4.631,0,0.0304,0.345,0.0,0.0855,0.558,95.959,0A5zhjmnffs3WvyVOfrWpQ,spotify:track:0A5zhjmnffs3WvyVOfrWpQ,187920,4
6191,Saving Grace,['Tom Petty'],spotify:track:7tSt526i6jm3zmhUfbXZHX,0.33,0.798,2,-4.23,1,0.0381,0.137,0.000269,0.13,0.791,142.287,7tSt526i6jm3zmhUfbXZHX,spotify:track:7tSt526i6jm3zmhUfbXZHX,226200,4
